[2025-10-31 12:00:33 AM-Train.py-INFO:CCD-Train]
[2025-10-31 12:00:46 AM-Train.py-INFO:CCD-Train]
[2025-10-31 12:01:31 AM-Train.py-INFO:CCD-Train]
[2025-10-31 12:02:36 AM-Train.py-INFO:CCD-Train]
[2025-10-31 12:06:08 AM-Train.py-INFO:CCD-Train]
[2025-10-31 12:06:33 AM-Train.py-INFO:CCD-Train]
[2025-10-31 12:08:50 AM-Train.py-INFO:CCD-Train]
[2025-10-31 12:08:56 AM-Train.py-INFO:#TRAIN#:Epoch [001/025], Step [0000/0063], Loss: 2.5410]
[2025-10-31 12:28:19 AM-Train.py-INFO:#TRAIN#:Epoch [014/025], Step [0020/0063], Loss: 1.5052]
[2025-10-31 12:28:42 AM-Train.py-INFO:#TRAIN#:Epoch [014/025], Step [0040/0063], Loss: 1.6963]
[2025-10-31 12:29:04 AM-Train.py-INFO:#TRAIN#:Epoch [014/025], Step [0060/0063], Loss: 1.2921]
[2025-10-31 12:29:11 AM-Train.py-INFO:#TRAIN#:Epoch [015/025], Step [0000/0063], Loss: 1.9994]
[2025-10-31 12:29:33 AM-Train.py-INFO:#TRAIN#:Epoch [015/025], Step [0020/0063], Loss: 1.7193]
[2025-10-31 12:29:55 AM-Train.py-INFO:#TRAIN#:Epoch [015/025], Step [0040/0063], Loss: 1.3173]
[2025-10-31 12:30:18 AM-Train.py-INFO:#TRAIN#:Epoch [015/025], Step [0060/0063], Loss: 1.8614]
[2025-10-31 12:30:25 AM-Train.py-INFO:#TRAIN#:Epoch [016/025], Step [0000/0063], Loss: 1.1594]
[2025-10-31 12:30:47 AM-Train.py-INFO:#TRAIN#:Epoch [016/025], Step [0020/0063], Loss: 1.4945]
[2025-10-31 12:31:09 AM-Train.py-INFO:#TRAIN#:Epoch [016/025], Step [0040/0063], Loss: 1.5021]
[2025-10-31 12:31:32 AM-Train.py-INFO:#TRAIN#:Epoch [016/025], Step [0060/0063], Loss: 1.1132]
[2025-10-31 12:31:39 AM-Train.py-INFO:#TRAIN#:Epoch [017/025], Step [0000/0063], Loss: 1.1761]
[2025-10-31 12:32:01 AM-Train.py-INFO:#TRAIN#:Epoch [017/025], Step [0020/0063], Loss: 1.6703]
[2025-10-31 12:32:24 AM-Train.py-INFO:#TRAIN#:Epoch [017/025], Step [0040/0063], Loss: 1.4279]
[2025-10-31 12:32:46 AM-Train.py-INFO:#TRAIN#:Epoch [017/025], Step [0060/0063], Loss: 1.3627]
[2025-10-31 12:32:53 AM-Train.py-INFO:#TRAIN#:Epoch [018/025], Step [0000/0063], Loss: 1.2140]
[2025-10-31 12:33:15 AM-Train.py-INFO:#TRAIN#:Epoch [018/025], Step [0020/0063], Loss: 1.4627]
[2025-10-31 12:33:38 AM-Train.py-INFO:#TRAIN#:Epoch [018/025], Step [0040/0063], Loss: 1.2677]
[2025-10-31 12:34:02 AM-Train.py-INFO:#TRAIN#:Epoch [018/025], Step [0060/0063], Loss: 1.4091]
[2025-10-31 12:34:09 AM-Train.py-INFO:#TRAIN#:Epoch [019/025], Step [0000/0063], Loss: 1.1963]
[2025-10-31 12:34:31 AM-Train.py-INFO:#TRAIN#:Epoch [019/025], Step [0020/0063], Loss: 1.1584]
[2025-10-31 12:34:54 AM-Train.py-INFO:#TRAIN#:Epoch [019/025], Step [0040/0063], Loss: 1.0087]
[2025-10-31 12:35:16 AM-Train.py-INFO:#TRAIN#:Epoch [019/025], Step [0060/0063], Loss: 1.3070]
[2025-10-31 12:35:23 AM-Train.py-INFO:#TRAIN#:Epoch [020/025], Step [0000/0063], Loss: 1.4002]
[2025-10-31 12:35:45 AM-Train.py-INFO:#TRAIN#:Epoch [020/025], Step [0020/0063], Loss: 1.3986]
[2025-10-31 12:36:08 AM-Train.py-INFO:#TRAIN#:Epoch [020/025], Step [0040/0063], Loss: 1.4148]
[2025-10-31 12:36:30 AM-Train.py-INFO:#TRAIN#:Epoch [020/025], Step [0060/0063], Loss: 1.3828]
[2025-10-31 12:36:37 AM-Train.py-INFO:#TRAIN#:Epoch [021/025], Step [0000/0063], Loss: 0.9607]
[2025-10-31 12:37:00 AM-Train.py-INFO:#TRAIN#:Epoch [021/025], Step [0020/0063], Loss: 0.8502]
[2025-10-31 12:37:22 AM-Train.py-INFO:#TRAIN#:Epoch [021/025], Step [0040/0063], Loss: 1.2723]
[2025-10-31 12:37:44 AM-Train.py-INFO:#TRAIN#:Epoch [021/025], Step [0060/0063], Loss: 1.2223]
[2025-10-31 12:37:52 AM-Train.py-INFO:#TRAIN#:Epoch [022/025], Step [0000/0063], Loss: 0.8347]
[2025-10-31 12:38:14 AM-Train.py-INFO:#TRAIN#:Epoch [022/025], Step [0020/0063], Loss: 1.3989]
[2025-10-31 12:38:36 AM-Train.py-INFO:#TRAIN#:Epoch [022/025], Step [0040/0063], Loss: 1.0873]
[2025-10-31 12:38:58 AM-Train.py-INFO:#TRAIN#:Epoch [022/025], Step [0060/0063], Loss: 1.3023]
[2025-10-31 12:39:05 AM-Train.py-INFO:#TRAIN#:Epoch [023/025], Step [0000/0063], Loss: 1.1689]
[2025-10-31 12:39:28 AM-Train.py-INFO:#TRAIN#:Epoch [023/025], Step [0020/0063], Loss: 1.0785]
[2025-10-31 12:39:50 AM-Train.py-INFO:#TRAIN#:Epoch [023/025], Step [0040/0063], Loss: 1.1589]
[2025-10-31 12:40:13 AM-Train.py-INFO:#TRAIN#:Epoch [023/025], Step [0060/0063], Loss: 1.4532]
[2025-10-31 12:40:19 AM-Train.py-INFO:#TRAIN#:Epoch [024/025], Step [0000/0063], Loss: 1.0460]
[2025-10-31 12:40:42 AM-Train.py-INFO:#TRAIN#:Epoch [024/025], Step [0020/0063], Loss: 1.0184]
[2025-10-31 12:41:05 AM-Train.py-INFO:#TRAIN#:Epoch [024/025], Step [0040/0063], Loss: 1.1124]
[2025-10-31 12:41:27 AM-Train.py-INFO:#TRAIN#:Epoch [024/025], Step [0060/0063], Loss: 1.0655]
[2025-10-31 12:41:35 AM-Train.py-INFO:#TRAIN#:Epoch [025/025], Step [0000/0063], Loss: 1.0550]
[2025-10-31 12:41:57 AM-Train.py-INFO:#TRAIN#:Epoch [025/025], Step [0020/0063], Loss: 1.3552]
[2025-10-31 12:42:19 AM-Train.py-INFO:#TRAIN#:Epoch [025/025], Step [0040/0063], Loss: 0.9452]
[2025-10-31 12:42:41 AM-Train.py-INFO:#TRAIN#:Epoch [025/025], Step [0060/0063], Loss: 1.1046]
